"No.","Time","Source","Destination","Protocol","Length","Info"
"4938","17.844147000","192.168.178.25","62.138.116.39","HTTP","521","GET /nm_trck.gif?url=http%3A//www.spiegel.de/&referrer=&sp.site=1&sp.atyp=1000&sp.aid=18&sp.channel=18&sp.abd=4&sp.vc2=0-3 HTTP/1.1 "
"4939","17.851806000","62.138.116.25","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"4940","17.851840000","192.168.178.25","62.138.116.25","TCP","66","52988 > http [ACK] Seq=1360 Ack=9480 Win=50432 Len=0 TSval=17629 TSecr=392164532"
"4941","17.852084000","62.138.116.25","192.168.178.25","HTTP","584","HTTP/1.1 200 OK  (PNG)"
"4942","17.852101000","192.168.178.25","62.138.116.25","TCP","66","52988 > http [ACK] Seq=1360 Ack=9998 Win=53376 Len=0 TSval=17629 TSecr=392164532"
"4943","17.859833000","62.138.116.25","192.168.178.25","HTTP","920","HTTP/1.1 200 OK  (PNG)"
"4944","17.859848000","192.168.178.25","62.138.116.25","TCP","66","52987 > http [ACK] Seq=1367 Ack=7748 Win=48256 Len=0 TSval=17631 TSecr=389332433"
"4945","17.861562000","148.251.133.7","192.168.178.25","TCP","74","http > 39879 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1452 SACK_PERM=1 TSval=3482202614 TSecr=17620 WS=128"
"4946","17.861575000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=17631 TSecr=3482202614"
"4947","17.861608000","85.114.159.76","192.168.178.25","TCP","60","http > 46967 [ACK] Seq=1 Ack=410 Win=15744 Len=0"
"4948","17.861695000","192.168.178.25","148.251.133.7","HTTP","342","GET /c/ftg_t_v.min.js HTTP/1.1 "
"4949","17.862106000","85.114.159.76","192.168.178.25","TCP","267","[TCP segment of a reassembled PDU]"
"4950","17.863436000","192.168.178.25","85.114.159.76","TCP","54","46967 > http [FIN, ACK] Seq=410 Ack=215 Win=30336 Len=0"
"4951","17.867459000","192.168.178.25","62.138.116.25","HTTP","471","GET /static/sys/v10/bg/column_sep_border.png HTTP/1.1 "
"4952","17.869118000","192.168.178.25","62.138.116.25","HTTP","441","GET /images/image-879362-custom-eypm.jpg HTTP/1.1 "
"4953","17.875341000","62.138.116.25","192.168.178.25","HTTP","956","HTTP/1.1 200 OK  (PNG)"
"4954","17.880512000","62.138.116.25","192.168.178.25","HTTP","808","HTTP/1.1 200 OK  (PNG)"
"4955","17.884607000","62.138.116.39","192.168.178.25","TCP","66","http > 40556 [ACK] Seq=1 Ack=456 Win=4811 Len=0 TSval=1981913459 TSecr=17627"
"4956","17.886675000","62.138.116.39","192.168.178.25","HTTP","1160","HTTP/1.1 302 Found  (text/html)"
"4957","17.886695000","192.168.178.25","62.138.116.39","TCP","66","40556 > http [ACK] Seq=456 Ack=1095 Win=31726 Len=0 TSval=17637 TSecr=1981913460"
"4958","17.886847000","62.138.116.39","192.168.178.25","TCP","66","http > 40556 [FIN, ACK] Seq=1095 Ack=456 Win=4811 Len=0 TSval=1981913461 TSecr=17627"
"4959","17.887685000","192.168.178.25","62.138.116.39","TCP","66","40556 > http [FIN, ACK] Seq=456 Ack=1096 Win=31726 Len=0 TSval=17637 TSecr=1981913461"
"4960","17.898259000","62.138.116.25","192.168.178.25","HTTP","512","HTTP/1.1 200 OK  (PNG)"
"4961","17.898352000","85.114.159.76","192.168.178.25","TCP","60","http > 46967 [ACK] Seq=215 Ack=411 Win=15744 Len=0"
"4962","17.903062000","62.138.116.25","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"4963","17.903832000","192.168.178.25","93.184.220.29","TCP","66","[TCP Keep-Alive] 44914 > http [ACK] Seq=878 Ack=1577 Win=32384 Len=0 TSval=17642 TSecr=724330378"
"4964","17.903880000","62.138.116.25","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"4965","17.903887000","192.168.178.25","62.138.116.25","TCP","66","52983 > http [ACK] Seq=2380 Ack=61833 Win=156288 Len=0 TSval=17642 TSecr=1089566491"
"4966","17.905318000","62.138.116.25","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"4967","17.906469000","62.138.116.25","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"4968","17.906475000","192.168.178.25","62.138.116.25","TCP","66","52983 > http [ACK] Seq=2380 Ack=64713 Win=162048 Len=0 TSval=17642 TSecr=1089566491"
"4969","17.906686000","62.138.116.25","192.168.178.25","HTTP","745","HTTP/1.1 200 OK  (JPEG JFIF image)"
"4970","17.909971000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"4971","17.909979000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=1441 Win=32128 Len=0 TSval=17643 TSecr=3482202626"
"4972","17.911490000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"4973","17.911496000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=2881 Win=35072 Len=0 TSval=17643 TSecr=3482202626"
"4974","17.911854000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"4975","17.911860000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=4321 Win=37888 Len=0 TSval=17644 TSecr=3482202626"
"4976","17.913639000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"4977","17.913645000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=5761 Win=40832 Len=0 TSval=17644 TSecr=3482202626"
"4978","17.914183000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"4979","17.914189000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=7201 Win=43776 Len=0 TSval=17644 TSecr=3482202626"
"4980","17.915912000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"4981","17.915918000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=8641 Win=46592 Len=0 TSval=17645 TSecr=3482202626"
"4982","17.916368000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"4983","17.916374000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=10081 Win=49536 Len=0 TSval=17645 TSecr=3482202626"
"4984","17.918084000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"4985","17.918091000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=11521 Win=52480 Len=0 TSval=17645 TSecr=3482202626"
"4986","17.918728000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"4987","17.918734000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=12961 Win=55296 Len=0 TSval=17645 TSecr=3482202626"
"4988","17.919842000","192.168.178.25","62.138.116.25","TCP","66","52986 > http [ACK] Seq=2764 Ack=151955 Win=184832 Len=0 TSval=17646 TSecr=397587454"
"4989","17.920479000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"4990","17.920486000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=14401 Win=58240 Len=0 TSval=17646 TSecr=3482202626"
"4991","17.920995000","62.138.116.39","192.168.178.25","TCP","66","http > 40556 [ACK] Seq=1096 Ack=457 Win=4811 Len=0 TSval=1981913489 TSecr=17637"
"4992","17.923852000","192.168.178.25","62.138.116.25","TCP","66","52985 > http [ACK] Seq=1784 Ack=59357 Win=151168 Len=0 TSval=17647 TSecr=1089566539"
"4993","17.935848000","192.168.178.25","62.138.116.25","TCP","66","52984 > http [ACK] Seq=2124 Ack=55952 Win=148224 Len=0 TSval=17650 TSecr=389332471"
"4994","17.936965000","93.184.220.29","192.168.178.25","TCP","66","[TCP Keep-Alive ACK] http > 44914 [ACK] Seq=1577 Ack=879 Win=146944 Len=0 TSval=724332887 TSecr=15140"
"4995","17.943845000","192.168.178.25","62.138.116.25","TCP","66","52983 > http [ACK] Seq=2380 Ack=65392 Win=164992 Len=0 TSval=17652 TSecr=1089566491"
"4996","17.953538000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"4997","17.953563000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=15841 Win=61056 Len=0 TSval=17654 TSecr=3482202637"
"4998","17.955066000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"4999","17.955072000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=17281 Win=64000 Len=0 TSval=17654 TSecr=3482202637"
"5000","17.956716000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5001","17.956732000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=18721 Win=66944 Len=0 TSval=17655 TSecr=3482202638"
"5002","17.958091000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5003","17.958097000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=20161 Win=69760 Len=0 TSval=17655 TSecr=3482202638"
"5004","17.959504000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5005","17.959510000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=21601 Win=72704 Len=0 TSval=17655 TSecr=3482202638"
"5006","17.959955000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5007","17.959961000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=23041 Win=75648 Len=0 TSval=17656 TSecr=3482202638"
"5008","17.961642000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5009","17.961649000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=24481 Win=78464 Len=0 TSval=17656 TSecr=3482202638"
"5010","17.962265000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5011","17.962271000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=25921 Win=81408 Len=0 TSval=17656 TSecr=3482202638"
"5012","17.963216000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5013","17.963223000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=27361 Win=84224 Len=0 TSval=17656 TSecr=3482202639"
"5014","17.964926000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5015","17.964943000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=28801 Win=87168 Len=0 TSval=17657 TSecr=3482202639"
"5016","17.966323000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5017","17.966329000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=30241 Win=90112 Len=0 TSval=17657 TSecr=3482202639"
"5018","17.966606000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5019","17.966612000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=31681 Win=92928 Len=0 TSval=17657 TSecr=3482202639"
"5020","17.968778000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5021","17.968784000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=33121 Win=95872 Len=0 TSval=17658 TSecr=3482202639"
"5022","17.968932000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5023","17.968938000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=34561 Win=98816 Len=0 TSval=17658 TSecr=3482202639"
"5024","17.970481000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5025","17.970487000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=36001 Win=101632 Len=0 TSval=17658 TSecr=3482202639"
"5026","17.971525000","148.251.133.7","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5027","17.971531000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [ACK] Seq=277 Ack=37441 Win=104576 Len=0 TSval=17658 TSecr=3482202639"
"5028","17.972824000","148.251.133.7","192.168.178.25","HTTP","1424","HTTP/1.1 200 OK  (application/javascript)"
"5029","17.973777000","192.168.178.25","148.251.133.7","TCP","66","39879 > http [FIN, ACK] Seq=277 Ack=38800 Win=107392 Len=0 TSval=17659 TSecr=3482202639"
"5030","17.996196000","192.168.178.25","62.138.116.25","HTTP","469","GET /static/sys/v10/icons/wetter_icons.png HTTP/1.1 "
"5031","18.006371000","192.168.178.25","85.114.159.76","TCP","74","46970 > http [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=17667 TSecr=0 WS=128"
"5032","18.006841000","192.168.178.25","217.79.188.11","HTTP","402","GET /banners/1337/files/00/08/0a/12/000000526866.png HTTP/1.1 "
"5033","18.007227000","192.168.178.25","217.79.188.11","TCP","74","52255 > http [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=17667 TSecr=0 WS=128"
"5034","18.007556000","192.168.178.25","217.79.188.11","TCP","74","52256 > http [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=17667 TSecr=0 WS=128"
"5035","18.007893000","192.168.178.25","217.79.188.11","TCP","74","52257 > http [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=17668 TSecr=0 WS=128"
"5036","18.008222000","192.168.178.25","217.79.188.11","TCP","74","52258 > http [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=17668 TSecr=0 WS=128"
"5037","18.008512000","192.168.178.25","217.79.188.11","TCP","74","52259 > http [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=17668 TSecr=0 WS=128"
"5038","18.015145000","148.251.133.7","192.168.178.25","TCP","66","http > 39879 [ACK] Seq=38800 Ack=278 Win=15616 Len=0 TSval=3482202653 TSecr=17659"
"5039","18.019734000","192.168.178.25","85.114.159.76","TCP","74","46976 > http [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=17670 TSecr=0 WS=128"
"5040","18.028182000","62.138.116.25","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5041","18.028213000","192.168.178.25","62.138.116.25","TCP","66","52986 > http [ACK] Seq=3167 Ack=153395 Win=184832 Len=0 TSval=17673 TSecr=397587601"
"5042","18.029726000","62.138.116.25","192.168.178.25","HTTP","1976","HTTP/1.1 200 OK  (PNG)"
"5043","18.029733000","192.168.178.25","62.138.116.25","TCP","66","52986 > http [ACK] Seq=3167 Ack=155305 Win=184192 Len=0 TSval=17673 TSecr=397587601"
"5044","18.032358000","192.168.178.25","62.138.116.25","HTTP","466","GET /static/sys/v10/bg/bg_neg_arrow.png HTTP/1.1 "
"5045","18.042109000","85.114.159.76","192.168.178.25","TCP","66","http > 46970 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1452 SACK_PERM=1 WS=128"
"5046","18.042124000","192.168.178.25","85.114.159.76","TCP","54","46970 > http [ACK] Seq=1 Ack=1 Win=29312 Len=0"
"5047","18.042271000","192.168.178.25","85.114.159.76","HTTP","463","GET /confirm?lid=6206618249754050927 HTTP/1.1 "
"5048","18.044244000","217.79.188.11","192.168.178.25","TCP","66","http > 52255 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1452 SACK_PERM=1 WS=128"
"5049","18.044263000","192.168.178.25","217.79.188.11","TCP","54","52255 > http [ACK] Seq=1 Ack=1 Win=29312 Len=0"
"5050","18.044377000","192.168.178.25","217.79.188.11","HTTP","402","GET /banners/1337/files/00/08/0a/13/000000526867.png HTTP/1.1 "
"5051","18.048099000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5052","18.049409000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5053","18.049415000","192.168.178.25","217.79.188.11","TCP","54","52239 > http [ACK] Seq=977 Ack=91279 Win=185856 Len=0"
"5054","18.050953000","217.79.188.11","192.168.178.25","HTTP","1247","HTTP/1.1 200 OK  (PNG)"
"5055","18.051026000","192.168.178.25","217.79.188.11","TCP","54","52239 > http [ACK] Seq=977 Ack=92472 Win=185856 Len=0"
"5056","18.051080000","192.168.178.25","217.79.188.11","HTTP","402","GET /banners/1337/files/00/08/a7/ab/000000567211.gif HTTP/1.1 "
"5057","18.051728000","217.79.188.11","192.168.178.25","TCP","66","http > 52258 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1452 SACK_PERM=1 WS=128"
"5058","18.051747000","192.168.178.25","217.79.188.11","TCP","54","52258 > http [ACK] Seq=1 Ack=1 Win=29312 Len=0"
"5059","18.051749000","217.79.188.11","192.168.178.25","TCP","66","http > 52256 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1452 SACK_PERM=1 WS=128"
"5060","18.051765000","192.168.178.25","217.79.188.11","TCP","54","52256 > http [ACK] Seq=1 Ack=1 Win=29312 Len=0"
"5061","18.051768000","217.79.188.11","192.168.178.25","TCP","66","http > 52257 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1452 SACK_PERM=1 WS=128"
"5062","18.051769000","192.168.178.25","217.79.188.11","TCP","54","52257 > http [ACK] Seq=1 Ack=1 Win=29312 Len=0"
"5063","18.051771000","217.79.188.11","192.168.178.25","TCP","66","http > 52259 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1452 SACK_PERM=1 WS=128"
"5064","18.051773000","192.168.178.25","217.79.188.11","TCP","54","52259 > http [ACK] Seq=1 Ack=1 Win=29312 Len=0"
"5065","18.051862000","192.168.178.25","217.79.188.11","HTTP","402","GET /banners/1337/files/00/08/0a/15/000000526869.png HTTP/1.1 "
"5066","18.051887000","192.168.178.25","217.79.188.11","HTTP","402","GET /banners/1337/files/00/08/0a/0f/000000526863.png HTTP/1.1 "
"5067","18.051897000","192.168.178.25","217.79.188.11","HTTP","402","GET /banners/1337/files/00/08/09/ea/000000526826.png HTTP/1.1 "
"5068","18.051918000","192.168.178.25","217.79.188.11","HTTP","402","GET /banners/1337/files/00/08/0a/11/000000526865.png HTTP/1.1 "
"5069","18.059232000","85.114.159.76","192.168.178.25","TCP","66","http > 46976 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1452 SACK_PERM=1 WS=128"
"5070","18.059251000","192.168.178.25","85.114.159.76","TCP","54","46976 > http [ACK] Seq=1 Ack=1 Win=29312 Len=0"
"5071","18.059381000","192.168.178.25","85.114.159.76","HTTP","463","GET /confirm?lid=6206618249753919855 HTTP/1.1 "
"5072","18.062553000","62.138.116.25","192.168.178.25","HTTP","794","HTTP/1.1 200 OK  (PNG)"
"5073","18.079094000","192.168.178.25","85.114.159.76","TCP","74","46977 > http [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=17685 TSecr=0 WS=128"
"5074","18.081184000","85.114.159.76","192.168.178.25","TCP","60","http > 46970 [ACK] Seq=1 Ack=410 Win=15744 Len=0"
"5075","18.081960000","85.114.159.76","192.168.178.25","TCP","267","[TCP segment of a reassembled PDU]"
"5076","18.083068000","192.168.178.25","85.114.159.76","TCP","54","46970 > http [FIN, ACK] Seq=410 Ack=215 Win=30336 Len=0"
"5077","18.083463000","217.79.188.11","192.168.178.25","TCP","60","http > 52255 [ACK] Seq=1 Ack=349 Win=15744 Len=0"
"5078","18.086974000","192.168.178.25","192.168.178.1","DNS","86","Standard query 0xd124  A s3-eu-west-1.amazonaws.com"
"5079","18.087936000","192.168.178.25","85.114.159.76","TCP","74","46978 > http [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=17688 TSecr=0 WS=128"
"5080","18.089561000","217.79.188.11","192.168.178.25","HTTP","1347","HTTP/1.1 200 OK  (PNG)"
"5081","18.089569000","192.168.178.25","217.79.188.11","TCP","54","52255 > http [ACK] Seq=349 Ack=1294 Win=32128 Len=0"
"5082","18.092821000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5083","18.093862000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5084","18.093869000","192.168.178.25","217.79.188.11","TCP","54","52239 > http [ACK] Seq=1325 Ack=95376 Win=185856 Len=0"
"5085","18.095225000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5086","18.095923000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5087","18.095930000","192.168.178.25","217.79.188.11","TCP","54","52239 > http [ACK] Seq=1325 Ack=98280 Win=185856 Len=0"
"5088","18.097286000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5089","18.098151000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5090","18.098158000","192.168.178.25","217.79.188.11","TCP","54","52239 > http [ACK] Seq=1325 Ack=101184 Win=185856 Len=0"
"5091","18.099575000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5092","18.100659000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5093","18.100663000","192.168.178.25","217.79.188.11","TCP","54","52239 > http [ACK] Seq=1325 Ack=104088 Win=185856 Len=0"
"5094","18.101999000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5095","18.102781000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5096","18.102788000","192.168.178.25","217.79.188.11","TCP","54","52239 > http [ACK] Seq=1325 Ack=106992 Win=185856 Len=0"
"5097","18.102981000","192.168.178.25","217.79.188.11","HTTP","402","GET /banners/1337/files/00/08/ba/4d/000000571981.gif HTTP/1.1 "
"5098","18.104112000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5099","18.104130000","192.168.178.25","85.114.159.76","TCP","74","46979 > http [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=17692 TSecr=0 WS=128"
"5100","18.106066000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5101","18.106074000","192.168.178.25","217.79.188.11","TCP","54","52239 > http [ACK] Seq=1325 Ack=109896 Win=185856 Len=0"
"5102","18.106433000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5103","18.107476000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5104","18.107483000","192.168.178.25","217.79.188.11","TCP","54","52239 > http [ACK] Seq=1325 Ack=112800 Win=185856 Len=0"
"5105","18.109090000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5106","18.109491000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5107","18.109498000","192.168.178.25","217.79.188.11","TCP","54","52239 > http [ACK] Seq=1325 Ack=115704 Win=185856 Len=0"
"5108","18.110928000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5109","18.111639000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5110","18.111645000","192.168.178.25","217.79.188.11","TCP","54","52239 > http [ACK] Seq=1325 Ack=118608 Win=185856 Len=0"
"5111","18.111845000","192.168.178.25","62.138.116.25","TCP","66","52986 > http [ACK] Seq=3567 Ack=156033 Win=184832 Len=0 TSval=17694 TSecr=397587637"
"5112","18.112999000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5113","18.114740000","217.79.188.11","192.168.178.25","HTTP","487","HTTP/1.1 200 OK  (PNG)"
"5114","18.114750000","192.168.178.25","217.79.188.11","TCP","54","52256 > http [ACK] Seq=349 Ack=434 Win=30336 Len=0"
"5115","18.114751000","217.79.188.11","192.168.178.25","TCP","60","http > 52256 [ACK] Seq=1 Ack=349 Win=15744 Len=0"
"5116","18.114763000","192.168.178.25","217.79.188.11","TCP","54","[TCP Dup ACK 5114#1] 52256 > http [ACK] Seq=349 Ack=434 Win=30336 Len=0"
"5117","18.114765000","217.79.188.11","192.168.178.25","TCP","60","http > 52257 [ACK] Seq=1 Ack=349 Win=15744 Len=0"
"5118","18.114767000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5119","18.114768000","192.168.178.25","217.79.188.11","TCP","54","52239 > http [ACK] Seq=1325 Ack=121512 Win=185856 Len=0"
"5120","18.117746000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5121","18.117753000","192.168.178.25","217.79.188.11","TCP","54","52257 > http [ACK] Seq=349 Ack=1453 Win=32128 Len=0"
"5122","18.118686000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5123","18.118691000","192.168.178.25","217.79.188.11","TCP","54","52257 > http [ACK] Seq=349 Ack=2905 Win=35072 Len=0"
"5124","18.118796000","217.79.188.11","192.168.178.25","HTTP","1859","HTTP/1.1 200 OK  (PNG)"
"5125","18.118799000","192.168.178.25","217.79.188.11","TCP","54","52257 > http [ACK] Seq=349 Ack=4710 Win=38656 Len=0"
"5126","18.118801000","217.79.188.11","192.168.178.25","TCP","60","http > 52258 [ACK] Seq=1 Ack=349 Win=15744 Len=0"
"5127","18.119644000","217.79.188.11","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"5128","18.119650000","192.168.178.25","217.79.188.11","TCP","54","52258 > http [ACK] Seq=349 Ack=1453 Win=32128 Len=0"
"5129","18.121500000","217.79.188.11","192.168.178.25","HTTP","402","HTTP/1.1 200 OK  (PNG)"
"5130","18.121503000","192.168.178.25","217.79.188.11","TCP","54","52258 > http [ACK] Seq=349 Ack=1801 Win=35072 Len=0"
"5131","18.123623000","217.79.188.11","192.168.178.25","HTTP","1108","HTTP/1.1 200 OK  (PNG)"
"5132","18.123628000","192.168.178.25","217.79.188.11","TCP","54","52259 > http [ACK] Seq=349 Ack=1055 Win=31360 Len=0"
"5133","18.123629000","85.114.159.76","192.168.178.25","TCP","60","http > 46970 [ACK] Seq=215 Ack=411 Win=15744 Len=0"
"5134","18.123645000","217.79.188.11","192.168.178.25","TCP","60","http > 52259 [ACK] Seq=1 Ack=349 Win=15744 Len=0"
"5135","18.123646000","192.168.178.25","217.79.188.11","TCP","54","[TCP Dup ACK 5132#1] 52259 > http [ACK] Seq=349 Ack=1055 Win=31360 Len=0"
"5136","18.123647000","85.114.159.76","192.168.178.25","TCP","60","http > 46976 [ACK] Seq=1 Ack=410 Win=15744 Len=0"
"5137","18.123649000","85.114.159.76","192.168.178.25","TCP","267","[TCP segment of a reassembled PDU]"
"5138","18.123651000","85.114.159.76","192.168.178.25","TCP","66","http > 46977 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1452 SACK_PERM=1 WS=128"
"5139","18.123657000","192.168.178.25","85.114.159.76","TCP","54","46977 > http [ACK] Seq=1 Ack=1 Win=29312 Len=0"
